1.457917	1.567917	1
3.301708	3.411708	2
5.021000	5.131000	3
6.739458	6.849458	4
8.486833	8.596833	5
10.179875	10.289875	6
11.982146	12.092146	7
13.792167	13.902167	8
15.584646	15.694646	9
17.417875	17.527875	10
19.339833	19.449833	11
21.153604	21.263604	12
23.022375	23.132375	13
24.815812	24.925812	14
26.605667	26.715667	15
28.378958	28.488958	16
30.148146	30.258146	17
31.840771	31.950771	18
33.550458	33.660458	19
35.239438	35.349438	20
36.899125	37.009125	21
38.684063	38.794063	22
40.376625	40.486625	23
42.130187	42.240187	24
43.756875	43.866875	25
45.432250	45.542250	26
47.058437	47.168438	27
48.623333	48.733333	28
50.220833	50.330833	29
51.810042	51.920042	30
